"","id","standard","standard_num","child_age_centered","child_sex","child_religion","question_type","response","why"
"222","Z07B55","7",3,2.35329705300927,"female","muslim","french",3,"because we can speak french because some people think it is easier to speak, we cannot speak because some people think that it is difficult to speak"
"223","Z07A02","7",3,1.35329705300927,"male","hindu","french",3,"yes, because are ancestor spoke french but no because they do not speak french"
"224","Z05C46","5",2,-0.646702946990732,"female","muslim","french",4,"because we study french"
"225","Z07A39","7",3,1.35329705300927,"female","hindu","french",5,"because I can learn that language because my ancestors speak that language"
"226","Z07A50","7",3,2.35329705300927,"female","muslim","french",3,"yes I can learn to speak French as ancestors spoke French"
"227","Z03C47","3",1,-2.34670294699073,"female","hindu","french",2,"because my ancestors do not speak French"
"228","Z07B06","7",3,2.35329705300927,"male","hindu","french",4,"because it is also by hobby and my friends also"
"229","Z05B56","5",2,0.353297053009268,"female","muslim","french",5,"because I live with her. So I can speak and I like speaking different language"
"230","Z03C48","3",1,-2.74670294699073,"female","hindu","french",5,"because we can do French language"
"231","Z03C10","3",1,-2.24670294699073,"male","hindu","french",3,"because we do not speak french so we do not speak like her"
"232","Z03C14","3",1,-2.54670294699073,"male","hindu","french",5,"I will speak French"
"233","Z05B62","5",2,-0.646702946990732,"female","hindu","french",4,"because if we try to learn then we will be able to speak"
"234","Z05C04","5",2,-0.646702946990732,"male","hindu","french",2,"because it grandfather speak french"
"235","Z05C09","5",2,-0.646702946990732,"male","hindu","french",2,"because his/her grandparents were talkin in French so he could have some knowledge but I didn't have talked in French so I could not speak better"
"236","Z05C49","5",2,-0.646702946990732,"female","hindu","french",4,"because we understand somewhat French because we learn about French and we not speak French always"
"237","Z07A01","7",3,1.35329705300927,"male","hindu","french",3,"because his family has been speaking these language"
"238","Z07A04","7",3,1.35329705300927,"male","hindu","french",4,"some languages we learn and we not learn"
"239","Z07A06","7",3,2.35329705300927,"male","hindu","french",1,"because if our parents don't speak we would not have knowledge about it"
"240","Z07A06","7",3,2.35329705300927,"male","hindu","french",1,"because if our parents doesn't speak so we would not have knowledge about it."
"241","Z07A47","7",3,2.35329705300927,"female","hindu","french",2,"because it will be difficult to learn French because they speak Indian language"
"242","Z07B08","7",3,1.35329705300927,"male","hindu","french",2,"because I am not from French and so it would be difficult"
"243","Z07B40","7",3,1.35329705300927,"female","hindu","french",2,"because we can learn French"
"244","Z07B43","7",3,1.35329705300927,"female","hindu","french",3,"because I can learn also French or not"
"245","Z07B07","7",3,2.35329705300927,"male","hindu","french",3,"because that was not much difficult to understand"
"246","Z05B49","5",2,-0.646702946990732,"female","hindu","french",4,"because I am happy to learn French"
"247","Z05B32","5",2,0.353297053009268,"male","muslim","french",1,"because will teach me"
"248","Z03C07","3",1,-2.04670294699073,"male","hindu","tell_a_lot",2,"because they come from different place to come and I am not so speak different language"
"249","Z05C10","5",2,-0.646702946990732,"male","muslim","tell_a_lot",3,"their language"
"250","Z03C04","3",1,-1.64670294699073,"male","muslim","tell_a_lot",2,"because they will have to hearing"
"251","Z03C49","3",1,-2.64670294699073,"female","muslim","tell_a_lot",5,"because we understand"
"252","Z05C06","5",2,-0.646702946990732,"male","other","tell_a_lot",5,"because we can see some language"
"253","Z05C45","5",2,-0.646702946990732,"female","hindu","tell_a_lot",1,"because I don't know their language"
"254","Z05C50","5",2,-0.946702946990733,"female","hindu","tell_a_lot",2,"because it spoke language but we don't know about them"
"255","Z07A09","7",3,1.35329705300927,"male",NA,"tell_a_lot",4,"because they are many religious in india"
"256","Z07A10","7",3,2.35329705300927,"male","muslim","tell_a_lot",3,"because we cannot tell her personality rich can also and poor can also speak hindi"
"257","Z07A12","7",3,2.35329705300927,"male","hindu","tell_a_lot",5,""
"258","Z07A13","7",3,1.35329705300927,"male",NA,"tell_a_lot",5,"yes I can know person by knowing his/her face"
"259","Z07A14","7",3,2.35329705300927,"male","hindu","tell_a_lot",3,"because they speak language easy"
"260","Z07A40","7",3,1.35329705300927,"female","muslim","tell_a_lot",5,"because their personality"
"261","Z07A45","7",3,1.35329705300927,"female","muslim","tell_a_lot",3,"not much but somewhat I can agree"
"262","Z07A55","7",3,2.35329705300927,"female","hindu","tell_a_lot",5,"a person is lot by their language"
"263","Z07A59","7",3,2.35329705300927,"female","hindu","tell_a_lot",5,"I have listen all the languages and I can easly identify how the person is."
"264","Z07B03","7",3,1.35329705300927,"male","hindu","tell_a_lot",2,"the language the person speak like french is not understand"
"265","Z07B11","7",3,2.35329705300927,"male","other","tell_a_lot",2,"No I don't know the person or the language"
"266","Z07B21","7",3,2.35329705300927,"male","muslim","tell_a_lot",5,"you not about your language why"
"267","Z07B38","7",3,2.35329705300927,"female","hindu","tell_a_lot",4,"yes we could tell about a person"
"268","Z07B48","7",3,1.35329705300927,"female","muslim","tell_a_lot",3,"because if I don't know about their cultural then I don't know about much them"
"269","Z05B11","5",2,0.353297053009268,"male","hindu","tell_a_lot",1,"because they live in other speak so many languages"
"270","Z05B55","5",2,-0.646702946990732,"female","muslim","tell_a_lot",4,"because I know some langauges and states so I can tell it"
"271","Z05B12","5",2,0.353297053009268,"male","muslim","tell_a_lot",3,""
"272","Z05B19","5",2,0.353297053009268,"male","hindu","tell_a_lot",3,"we can tell him his language yes and no"
"273","Z07A05","7",3,1.35329705300927,"male","muslim","tell_a_lot",3,"because in India all languages are spoken"
"274","Z05B17","5",2,-0.646702946990732,"male","hindu","tell_a_lot",3,""
"275","Z07A42","7",3,1.35329705300927,"female","hindu","tell_a_lot",4,"because they will speak some word of their language"
"276","Z07B39","7",3,1.35329705300927,"female","hindu","tell_a_lot",2,"because we know about a person by their habits"
"277","Z05C44","5",2,-0.646702946990732,"female","hindu","tell_a_lot",3,"because some people are of India some are not indifferent countries different languages are spoken and some people can understand that language, some can't so would be somewhat difficult to some people"
"278","Z03C01","3",1,-2.27842337709826,"male","muslim","tell_a_lot",4,"because they will speak a language not for india"
"279","Z03C02","3",1,-2.84670294699073,"male","muslim","tell_a_lot",2,"because I don't know them"
"280","Z03C43","3",1,-2.64670294699073,"female","muslim","tell_a_lot",1,"because it is only language"
"281","Z03C44","3",1,-1.94670294699073,"female","hindu","tell_a_lot",1,"because he or she was not speak same language"
"282","Z03C46","3",1,-2.84670294699073,"female","muslim","tell_a_lot",1,"because strongly disagree to speak our other languages"
"283","Z05B05","5",2,-0.646702946990732,"male","muslim","tell_a_lot",5,"I tell the Hindi the other people can talk"
"284","Z05B20","5",2,-0.646702946990732,"male","muslim","tell_a_lot",5,"because the language that the person speak we can understand that language"
"285","Z05C48","5",2,-0.646702946990732,"female","muslim","tell_a_lot",2,""
"286","Z05C56","5",2,-0.646702946990732,"female","muslim","tell_a_lot",2,"because that language is different from ours. It could be difficult for us"
"287","Z07A11","7",3,2.35329705300927,"male","hindu","tell_a_lot",4,"because it can speak any language like Tamil"
"288","Z07A16","7",3,1.35329705300927,"male","muslim","tell_a_lot",1,"I don't know all languages so I will not be able to tell a lot about a person"
"289","Z07A18","7",3,1.35329705300927,"male","muslim","tell_a_lot",2,"any person speak any language"
"290","Z07A19","7",3,1.35329705300927,"male","muslim","tell_a_lot",1,"because if the person is speaking language that I didn't know so how can I answer them"
"291","Z07A20","7",3,1.35329705300927,"male","muslim","tell_a_lot",2,"no I will not understand their face they speak other language"
"292","Z07A21","7",3,1.35329705300927,"male","hindu","tell_a_lot",3,"because which language I know that he speak "
"293","Z07A41","7",3,1.35329705300927,"female","hindu","tell_a_lot",4,"as some speak any language it should be perfect the it of its language"
"294","Z07A43","7",3,1.35329705300927,"female","muslim","tell_a_lot",4,"yes, i will understand because we learn in school"
"295","Z07A46","7",3,1.35329705300927,"female","muslim","tell_a_lot",3,"because which language I know that he speak I can understand but which he that I do not know "
"296","Z07A48","7",3,1.35329705300927,"female","muslim","tell_a_lot",4,"because it is easy for me because i know that language very well"
"297","Z07A51","7",3,2.35329705300927,"female","muslim","tell_a_lot",1,"because he/she has learn this language"
"298","Z07A56","7",3,2.35329705300927,"female","hindu","tell_a_lot",3,"somewhat he also know another language as he speak with other and another from her parents"
"299","Z07A58","7",3,1.35329705300927,"female","hindu","tell_a_lot",2,"because if he/she is from U.S. and live in India from 1 year he/she can speak Hindi so you can't tell a lot about person"
"300","Z07B05","7",3,1.35329705300927,"male","muslim","tell_a_lot",3,"because we can listen to the language and understand"
"301","Z07B12","7",3,2.35329705300927,"male","muslim","tell_a_lot",2,"becuase I know marathi people, but not personality"
"302","Z07B12","7",3,2.35329705300927,"male","muslim","tell_a_lot",NA,""
"303","Z07B41","7",3,1.35329705300927,"female","muslim","tell_a_lot",4,""
"304","Z07B55","7",3,2.35329705300927,"female","muslim","tell_a_lot",3,"because we can know that where the person is come from but not so much we can know about them"
"305","Z07A02","7",3,1.35329705300927,"male","hindu","tell_a_lot",2,"no because he/she can speak other languages"
"306","Z05C46","5",2,-0.646702946990732,"female","muslim","tell_a_lot",1,"because I did not now we study the language properly or not"
"307","Z07A39","7",3,1.35329705300927,"female","hindu","tell_a_lot",5,"yes I can do because I have heard so many language from india and different countries so I can understand"
"308","Z07A50","7",3,2.35329705300927,"female","muslim","tell_a_lot",5,"yes we can know that person from which country he or she is from"
"309","Z03C47","3",1,-2.34670294699073,"female","hindu","tell_a_lot",4,"because I had to listen to the other language "
"310","Z07B06","7",3,2.35329705300927,"male","hindu","tell_a_lot",1,"because I am not magician of like somewhat"
"311","Z05B56","5",2,0.353297053009268,"female","muslim","tell_a_lot",3,"I don't know because the language so I don't know what she says"
"312","Z03C48","3",1,-2.74670294699073,"female","hindu","tell_a_lot",3,"because it is not easy for hearing"
"313","Z03C10","3",1,-2.24670294699073,"male","hindu","tell_a_lot",3,"because I do not know her language so I cannot speak her language"
"314","Z03C14","3",1,-2.54670294699073,"male","hindu","tell_a_lot",5,"because they will not care"
"315","Z05B62","5",2,-0.646702946990732,"female","hindu","tell_a_lot",4,"becaues if my friend is Gujarati I will be able to speak Gujarati"
"316","Z05C04","5",2,-0.646702946990732,"male","hindu","tell_a_lot",5,"because it speak like us"
"317","Z05C09","5",2,-0.646702946990732,"male","hindu","tell_a_lot",1,"I didn't have listened any other language"
"318","Z05C49","5",2,-0.646702946990732,"female","hindu","tell_a_lot",5,"because we also speak that language and understood that language"
"319","Z07A01","7",3,1.35329705300927,"male","hindu","tell_a_lot",4,"because by language can I understand"
"320","Z07A04","7",3,1.35329705300927,"male","hindu","tell_a_lot",5,"because do not know languages but we know how person speak any language"
"321","Z07A06","7",3,2.35329705300927,"male","hindu","tell_a_lot",5,"because their personality and their profession"
"322","Z07A47","7",3,2.35329705300927,"female","hindu","tell_a_lot",4,"because anyone speaks any language we can know by their language and tell"
"323","Z07B08","7",3,1.35329705300927,"male","hindu","tell_a_lot",2,"because he did not live with me"
"324","Z07B40","7",3,1.35329705300927,"female","hindu","tell_a_lot",4,"because I think they will talk in our language"
"325","Z07B43","7",3,1.35329705300927,"female","hindu","tell_a_lot",1,"because he/she can 5/4 language now how can I know who she is"
"326","Z07B07","7",3,2.35329705300927,"male","hindu","tell_a_lot",5,"because the person who speak other languages but their personality was their language"
"327","Z05B49","5",2,-0.646702946990732,"female","hindu","tell_a_lot",3,"because they speak other language that we cannot know"
"328","Z05B32","5",2,0.353297053009268,"male","muslim","tell_a_lot",1,"because the language we will learn"
"329","Z03C07","3",1,-2.04670294699073,"male","hindu","tell_where_from",2,"because they come from Delhi because their languages are different tongue"
"330","Z05C10","5",2,-0.646702946990732,"male","muslim","tell_where_from",5,""
"331","Z03C04","3",1,-1.64670294699073,"male","muslim","tell_where_from",4,"because they will speak Gujarati so that we know it's come from gujarat"
"332","Z03C49","3",1,-2.64670294699073,"female","muslim","tell_where_from",2,"because if we listen we know some about kashmir or another country"
"333","Z05C06","5",2,-0.646702946990732,"male","other","tell_where_from",5,"because we can see it"
"334","Z05C45","5",2,-0.646702946990732,"female","hindu","tell_where_from",5,"because listen the languages"
"335","Z05C50","5",2,-0.946702946990733,"female","hindu","tell_where_from",5,"because of her language"
"336","Z07A09","7",3,1.35329705300927,"male",NA,"tell_where_from",5,"because we are learning many languages in school"
"337","Z07A10","7",3,2.35329705300927,"male","muslim","tell_where_from",5,"because if he speak chinese is from china, if he speaks french he is from france"
"338","Z07A12","7",3,2.35329705300927,"male","hindu","tell_where_from",5,"because I will tell him to what is language you speak in which country"
"339","Z07A13","7",3,1.35329705300927,"male",NA,"tell_where_from",5,"yes because if they speak english they are from foreign "
"340","Z07A14","7",3,2.35329705300927,"male","hindu","tell_where_from",3,"because there language hindi they are have in gujarati"
"341","Z07A40","7",3,1.35329705300927,"female","muslim","tell_where_from",5,"because some language is our parent language"
"342","Z07A45","7",3,1.35329705300927,"female","muslim","tell_where_from",4,"because some would they speak we can understand what he means"
"343","Z07A55","7",3,2.35329705300927,"female","hindu","tell_where_from",3,"some language there we some little bit than we can identify language that we speak it is hard to identify"
"344","Z07A59","7",3,2.35329705300927,"female","hindu","tell_where_from",5,"because I know which country speaks which language"
"345","Z07B03","7",3,1.35329705300927,"male","hindu","tell_where_from",4,"we can understand the language or person"
"346","Z07B11","7",3,2.35329705300927,"male","other","tell_where_from",1,"No I tell a person is from the languages speak"
"347","Z07B21","7",3,2.35329705300927,"male","muslim","tell_where_from",2,"but languages is not about yourself"
"348","Z07B38","7",3,2.35329705300927,"female","hindu","tell_where_from",5,"because the person speaks the language that's why"
"349","Z07B48","7",3,1.35329705300927,"female","muslim","tell_where_from",4,"because if he/she is from indian she/he will speak gujarati/hindi and if is from other country she/he will speak english"
"350","Z05B11","5",2,0.353297053009268,"male","hindu","tell_where_from",5,"because we know that all languages are speaking like my uncle is of canada and I know he speak English"
"351","Z05B55","5",2,-0.646702946990732,"female","muslim","tell_where_from",4,"because I can somewhat know where they are from by their language"
"352","Z05B12","5",2,0.353297053009268,"male","muslim","tell_where_from",3,""
"353","Z05B19","5",2,0.353297053009268,"male","hindu","tell_where_from",5,"because it can tell where we live for eg; if the language is gujarati then we can know that he is from Gujarat"
"354","Z07A05","7",3,1.35329705300927,"male","muslim","tell_where_from",3,"because some people are white, medium or black in India or other countries"
"355","Z05B17","5",2,-0.646702946990732,"male","hindu","tell_where_from",4,"because if he speak Gujarati we can tell he is come from Gujarati, India"
"356","Z07A42","7",3,1.35329705300927,"female","hindu","tell_where_from",4,"because they will speak their language easily"
"357","Z07B39","7",3,1.35329705300927,"female","hindu","tell_where_from",1,"because we don't know much about their language"
"358","Z05C44","5",2,-0.646702946990732,"female","hindu","tell_where_from",5,"because the tone in which the person speaks the language would be easier to understand from where the person belongs"
"359","Z03C01","3",1,-2.27842337709826,"male","muslim","tell_where_from",5,"because I could identify the languages"
"360","Z03C02","3",1,-2.84670294699073,"male","muslim","tell_where_from",4,"because he or she speak his/her language"
"361","Z03C43","3",1,-2.64670294699073,"female","muslim","tell_where_from",5,"because it is a language can say the state or country or city"
"362","Z03C44","3",1,-1.94670294699073,"female","hindu","tell_where_from",4,"because he or she speak her language"
"363","Z03C46","3",1,-2.84670294699073,"female","muslim","tell_where_from",4,"because I listen to other languages are Hindi, English, Tamil so is a other language"
"364","Z05B05","5",2,-0.646702946990732,"male","muslim","tell_where_from",3,"because the people speak in english they live in London"
"365","Z05B20","5",2,-0.646702946990732,"male","muslim","tell_where_from",3,"because we can understnd that languag"
"366","Z05C48","5",2,-0.646702946990732,"female","muslim","tell_where_from",5,"because all region have another language that I will know where they live or stay"
"367","Z05C56","5",2,-0.646702946990732,"female","muslim","tell_where_from",5,"because we know that language so it will be easier for us to understand a person is from"
"368","Z07A11","7",3,2.35329705300927,"male","hindu","tell_where_from",5,"bcause it can speak any langauge bcause I new all language"
"369","Z07A16","7",3,1.35329705300927,"male","muslim","tell_where_from",2,"I did not tell where a person is from if I do not know their language"
"370","Z07A18","7",3,1.35329705300927,"male","muslim","tell_where_from",5,"any person speak any language we can not estimate that person where they live"
"371","Z07A19","7",3,1.35329705300927,"male","muslim","tell_where_from",2,"because the person is from India but didn't live in India live in USA so he/she speak english so how can I know it"
"372","Z07A20","7",3,1.35329705300927,"male","muslim","tell_where_from",2,"I will understand little"
"373","Z07A21","7",3,1.35329705300927,"male","hindu","tell_where_from",1,"no because we cannot understand"
"374","Z07A41","7",3,1.35329705300927,"female","hindu","tell_where_from",4,"as people speak Hindi perfect it is a Indian"
"375","Z07A43","7",3,1.35329705300927,"female","muslim","tell_where_from",3,"because I will understand but her place"
"376","Z07A46","7",3,1.35329705300927,"female","muslim","tell_where_from",3,"because which language I know what he speak I can understand but which he speak that I do not know so I cannot understand"
"377","Z07A48","7",3,1.35329705300927,"female","muslim","tell_where_from",4,"because of his/her language. eg. chinese for china"
"378","Z07A51","7",3,2.35329705300927,"female","muslim","tell_where_from",3,"because he/she has learn this language"
"379","Z07A56","7",3,2.35329705300927,"female","hindu","tell_where_from",1,"because he also know different language"
"380","Z07A58","7",3,1.35329705300927,"female","hindu","tell_where_from",4,"because if he can't speak whatever language we speak so we can saw somewhat about that person"
"381","Z07B05","7",3,1.35329705300927,"male","muslim","tell_where_from",4,"because we can listen and see them"
"382","Z07B12","7",3,2.35329705300927,"male","muslim","tell_where_from",2,"I don't know the language"
"383","Z07B12","7",3,2.35329705300927,"male","muslim","tell_where_from",2,"because I don't know the person's language"
"384","Z07B41","7",3,1.35329705300927,"female","muslim","tell_where_from",2,""
"385","Z07B55","7",3,2.35329705300927,"female","muslim","tell_where_from",2,"because we don't know much about them"
"386","Z07A02","7",3,1.35329705300927,"male","hindu","tell_where_from",5,"yes, because he/she will speak their language"
"387","Z05C46","5",2,-0.646702946990732,"female","muslim","tell_where_from",2,"because some sentences know by my family and some not"
"388","Z07A39","7",3,1.35329705300927,"female","hindu","tell_where_from",5,"yes I can because I have gone so many countries so I can easily know the person from its language"
"389","Z07A50","7",3,2.35329705300927,"female","muslim","tell_where_from",5,"yes we can know that he or she is from which country or religious from"
"390","Z03C47","3",1,-2.34670294699073,"female","hindu","tell_where_from",4,"because I listen this language many times and I know this language"
"391","Z07B06","7",3,2.35329705300927,"male","hindu","tell_where_from",1,"because if they speak Bengali and live in Mahastara so I cannot tell"
"392","Z05B56","5",2,0.353297053009268,"female","muslim","tell_where_from",2,"because we don't know all languages, states and country"
"393","Z03C48","3",1,-2.74670294699073,"female","hindu","tell_where_from",2,"because it is very easy to listen"
"394","Z03C10","3",1,-2.24670294699073,"male","hindu","tell_where_from",1,"because someone is speaking her language so I can know where he is from"
"395","Z03C14","3",1,-2.54670294699073,"male","hindu","tell_where_from",2,"they are speak"
"396","Z05B62","5",2,-0.646702946990732,"female","hindu","tell_where_from",4,"if a person stay day night then we can understand what language they speak"
"397","Z05C04","5",2,-0.646702946990732,"male","hindu","tell_where_from",4,"because I know the language"
"398","Z05C09","5",2,-0.646702946990732,"male","hindu","tell_where_from",5,"as each language has its own words but meaning is same"
"399","Z05C49","5",2,-0.646702946990732,"female","hindu","tell_where_from",5,"because we know some state that the family live and also know where from they are"
"400","Z07A01","7",3,1.35329705300927,"male","hindu","tell_where_from",5,"we know that Hindi spoke in India so person is from India like this way we can understand him"
"401","Z07A04","7",3,1.35329705300927,"male","hindu","tell_where_from",5,"because we know languages"
"402","Z07A06","7",3,2.35329705300927,"male","hindu","tell_where_from",5,"yes I can because some language is mother language of some country"
"403","Z07A06","7",3,2.35329705300927,"male","hindu","tell_where_from",5,"yes, I can because some language is mother language of some country."
"404","Z07A47","7",3,2.35329705300927,"female","hindu","tell_where_from",4,"because I can identify him/her by him/her language what he/she is"
"405","Z07B08","7",3,1.35329705300927,"male","hindu","tell_where_from",5,"because of the langauge we can know where they come from"
"406","Z07B40","7",3,1.35329705300927,"female","hindu","tell_where_from",4,"because for example, if the person speaks marathi it may be from marasthan"
"407","Z07B43","7",3,1.35329705300927,"female","hindu","tell_where_from",2,"because someone is gujarati, he/she will talk very nice gujarati"
"408","Z07B07","7",3,2.35329705300927,"male","hindu","tell_where_from",5,"because the person who speak like gujarati they were from this cast"
"409","Z05B49","5",2,-0.646702946990732,"female","hindu","tell_where_from",4,"because if I know the languages they are speaking"
"410","Z05B32","5",2,0.353297053009268,"male","muslim","tell_where_from",1,"we will wee his face"
"411","Z03C07","3",1,-2.04670294699073,"male","hindu","tell_education",4,"because they study "
"412","Z05C10","5",2,-0.646702946990732,"male","muslim","tell_education",1,"because they are not my friend"
"413","Z03C04","3",1,-1.64670294699073,"male","muslim","tell_education",4,"because they will study from L-K to 12"
"414","Z03C49","3",1,-2.64670294699073,"female","muslim","tell_education",4,"by learning the answer"
"415","Z05C06","5",2,-0.646702946990732,"male","other","tell_education",5,"because we study in they speak"
"416","Z05C45","5",2,-0.646702946990732,"female","hindu","tell_education",1,"because I don't know languages"
"417","Z05C50","5",2,-0.946702946990733,"female","hindu","tell_education",3,"because of her language"
"418","Z07A09","7",3,1.35329705300927,"male",NA,"tell_education",3,"because we don't know that person"
"419","Z07A10","7",3,2.35329705300927,"male","muslim","tell_education",4,"because by his behavior we can"
"420","Z07A12","7",3,2.35329705300927,"male","hindu","tell_education",5,"because their mother tongue will not edcuated so he not speak properly"
"421","Z07A13","7",3,1.35329705300927,"male",NA,"tell_education",3,"because we can't say taht he/she is educated or not"
"422","Z07A14","7",3,2.35329705300927,"male","hindu","tell_education",4,"because there language tell speak their country"
"423","Z07A40","7",3,1.35329705300927,"female","muslim","tell_education",4,"because if they speak our language they made such mistake"
"424","Z07A45","7",3,1.35329705300927,"female","muslim","tell_education",4,"because the style they speak and how much they do the mistake"
"425","Z07A55","7",3,2.35329705300927,"female","hindu","tell_education",1,"it is not at all necessary"
"426","Z07A59","7",3,2.35329705300927,"female","hindu","tell_education",5,"because if he or she is not educated expect her/his mother tongue he will not be able to speak any other language properly"
"427","Z07B03","7",3,1.35329705300927,"male","hindu","tell_education",2,"because the person see like poor but they speak language french so we can not understand"
"428","Z07B11","7",3,2.35329705300927,"male","other","tell_education",4,"Yes, I education by the language he has education from"
"429","Z07B21","7",3,2.35329705300927,"male","muslim","tell_education",2,"becase the language is same but yourself not the language"
"430","Z07B38","7",3,2.35329705300927,"female","hindu","tell_education",1,"because we can't imagine from the person's language that how much he or she is educated"
"431","Z07B48","7",3,1.35329705300927,"female","muslim","tell_education",2,"because the language he/she speak is different from its education"
"432","Z05B11","5",2,0.353297053009268,"male","hindu","tell_education",1,"because we don't know what language he speaks"
"433","Z05B55","5",2,-0.646702946990732,"female","muslim","tell_education",4,"because I think he or she knows good things from that we come to know about how much she is educated"
"434","Z05B12","5",2,0.353297053009268,"male","muslim","tell_education",1,""
"435","Z05B19","5",2,0.353297053009268,"male","hindu","tell_education",1,"we cannot know the person's education by his language"
"436","Z07A05","7",3,1.35329705300927,"male","muslim","tell_education",4,"because who speaks very well english or their language is educated"
"437","Z05B17","5",2,-0.646702946990732,"male","hindu","tell_education",5,"because if he speak respectly we can tell he is educated"
"438","Z07A42","7",3,1.35329705300927,"female","hindu","tell_education",2,"because some people are uneducated but speak language perfectly"
"439","Z07B39","7",3,1.35329705300927,"female","hindu","tell_education",2,"because we don't know how he/she is"
"440","Z05C44","5",2,-0.646702946990732,"female","hindu","tell_education",5,"because as he people speaking english they studied more than the people speak gujarati or Hindi. If a person can speak more langagues, he/she is more educated."
"441","Z03C01","3",1,-2.27842337709826,"male","muslim","tell_education",5,"because their languages are from the study from the school"
"442","Z03C02","3",1,-2.84670294699073,"male","muslim","tell_education",1,"because I don't know them"
"443","Z03C43","3",1,-2.64670294699073,"female","muslim","tell_education",1,"because we can not find it"
"444","Z03C44","3",1,-1.94670294699073,"female","hindu","tell_education",4,"because he or she speak some word and we listen"
"445","Z03C46","3",1,-2.84670294699073,"female","muslim","tell_education",5,"becaues strongly agree because it is other languages and to listen to other languages"
"446","Z05B05","5",2,-0.646702946990732,"male","muslim","tell_education",5,"the people english the people very study"
"447","Z05B20","5",2,-0.646702946990732,"male","muslim","tell_education",2,"because the person speak that we can understand that how much education person has"
"448","Z05C48","5",2,-0.646702946990732,"female","muslim","tell_education",5,"because I know the language they speak"
"449","Z05C56","5",2,-0.646702946990732,"female","muslim","tell_education",4,"because if person is speaking that language correctly so he is educated and if a person who speak a language wrong, he is not educated"
"450","Z07A11","7",3,2.35329705300927,"male","hindu","tell_education",4,"because it can speak any language"
